Storage Project Type,Formation Number UID,Basin,Formation Identifier,Formation State,Formation Centroid Longitude,Formation Centroid Latitude,,Point Source Coordinates Latitude,Point Source Coordinates Longitude,Dedicated or Trunkline Distance,Distance Estimate for CO2_T_COM Results,Dedicated or Trunkline Transport Cost,Parallel Trunkline Multiplier,Gathering Line Distance,Gathering Line Transport Cost,Distribution Line Distance,Distribution Line Cost,Combined Transport Cost,PISC,Shovel Ready EOR,Storage Cost,30 Year Capacity,T&S Cost If Eligible,Formation Identifier (Rpt.),,CTS Tool Utility: Storage Lookup Key
Storage Project Type (SALINE = saline aquifer; EOR = conventional oilfield converted to CO2 Enhanced Oil Revocery),"The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields","The basin name is based on USGS oil and gas province names, used for conventional oilfields",aligns to CO2_S_COM geologic database formations; the numbers refer to defined portions of the overall reservoir,U.S. state abbreviation where the formation centroid is located,Saline formation or Basin - State (oilfield proxy) geographic centroid longitude,Saline formation or Basin - State (oilfield proxy) geographic centroid latitude,,latitude; decimal degrees (based on user source location input),longitude; decimal degrees (based on user source location input),"straight-line distance between point source and formation centroid, in miles, accounting for curvature of the earth","distance between point source and formation centroid, rounded to nearest 10 miles, accounting for user input tortuosity","CO2_T_COM FYBE cost, adjusted to user selected cost basis year","number of parallel trunklines selected by user (1, 2, or 3); default is 1 if dedicated pipeline option is selected by user","pipeline distance between point source and trunkline, if selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of gathering pipeline, if trunkline option is selected by user","pipeline distance between trunkline and storage site, if trunkline selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of distribution pipeline, if trunkline option is selected by user","Total Transport cost, for all estimated distances below 1000 miles.  CTS tool assumes pipelines over 1000 miles are not tenable.","Post Injection Site Care duration in years based on user selection, for saline storage projects","Flag whether the conventional oilfield is near the end of secondary (waterflood) recovery and could be likely to economically transition to tertiary (EOR) recovery, based on original and current oil in place estimates",CO2_S_COM FYBE cost of storage; or CO2 EOR Evaluation System FYBE price of CO2,"Flag whether the saline formation or conventional oilfield has adequate CO2 storage capacity, accounting for pressure interference, for 30 years of storage at user selected injection rate","Combined Transport and Storage FYBE cost, from Co2 source's perspective, if appropraite flags are ""Yes"" and transportation distance is <1000 miles","The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields, repeated for CTS tool lookup functionality",,PISC - State - Average Mass Flow Rate - Formation - Capacity Factor lookup key for CO2_S_COM FYBE prices
SALINE/EOR,#,Basin - State Abbreviation (if multi-state basin),Formation and Number,Abbv.,decimal degrees,decimal degrees,,lat,long,mi,mi,2023$/t,multiple,mi,2023$/t,mi,2023$/t,2023$/t,Years,Yes/No,2023$/t,yes/no,2023$/t,fm,,S_COM cost lookup
EOR, DOOK6335500,Nemaha Uplift - OK, DOOK6335500, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOOK6335500,,
EOR, DOOK6335600,Nemaha Uplift - OK, DOOK6335600, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-91,NO,-77.57492346, DOOK6335600,,
EOR, DOOK6335800,Nemaha Uplift - OK, DOOK6335800, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-70,NO,-56.57492346, DOOK6335800,,
EOR, DOOK6335900,Nemaha Uplift - OK, DOOK6335900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,27,NO,40.42507654, DOOK6335900,,
EOR, DOOK6336900,Nemaha Uplift - OK, DOOK6336900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOOK6336900,,
EOR, DOOK6337000,Nemaha Uplift - OK, DOOK6337000, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6337000,,
EOR, DOOK6337100,Nemaha Uplift - OK, DOOK6337100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOOK6337100,,
EOR, DOOK6337700,Nemaha Uplift - OK, DOOK6337700, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,24,NO,37.42507654, DOOK6337700,,
EOR, DOOK6338000,Nemaha Uplift - OK, DOOK6338000, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6338000,,
EOR, DOOK6338400,Nemaha Uplift - OK, DOOK6338400, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6338400,,
EOR, DOOK6338500,Nemaha Uplift - OK, DOOK6338500, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6338500,,
EOR, DOOK6338900,Nemaha Uplift - OK, DOOK6338900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6338900,,
EOR, DOOK6339000,Nemaha Uplift - OK, DOOK6339000, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6339000,,
EOR, DOOK6339300,Nemaha Uplift - OK, DOOK6339300, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6339300,,
EOR, DOOK6339600,Nemaha Uplift - OK, DOOK6339600, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-45,NO,-31.57492346, DOOK6339600,,
EOR, DOOK6339700,Nemaha Uplift - OK, DOOK6339700, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,80,NO,93.42507654, DOOK6339700,,
EOR, DOOK6341500,Nemaha Uplift - OK, DOOK6341500, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-75,NO,-61.57492346, DOOK6341500,,
EOR, DOOK6341700,Nemaha Uplift - OK, DOOK6341700, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-119,NO,-105.5749235, DOOK6341700,,
EOR, DOOK6342200,Nemaha Uplift - OK, DOOK6342200, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6342200,,
EOR, DOOK6342300,Nemaha Uplift - OK, DOOK6342300, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6342300,,
EOR, DOOK6343500,Nemaha Uplift - OK, DOOK6343500, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,13,NO,26.42507654, DOOK6343500,,
EOR, DOOK6343600,Nemaha Uplift - OK, DOOK6343600, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6343600,,
EOR, DOOK6343700,Nemaha Uplift - OK, DOOK6343700, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-80,NO,-66.57492346, DOOK6343700,,
EOR, DOTX6743400,Palo Duro Basin - TX, DOTX6743400, TX,-101.404588,34.372523,,32.7666,-96.7779,288.8265238,330,10.49465661,1,30,2.280819455,30,1.674525676,14.45000174,,YES,45,NO,59.45000174, DOTX6743400,,
EOR, DONM6843400,Paradox Basin - NM, DONM6843400, NM,-108.806188,36.785223,,32.7666,-96.7779,737.0683308,850,25.96958354,1,50,4.013087396,50,2.569530778,32.55220172,,YES,100,YES,132.5522017, DONM6843400,,
EOR, DOUT6840800,Paradox Basin - UT, DOUT6840800, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,-136,NO,-100.8493964, DOUT6840800,,
EOR, DOUT6843900,Paradox Basin - UT, DOUT6843900, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,-88,YES,-52.84939637, DOUT6843900,,
EOR, DOUT6844000,Paradox Basin - UT, DOUT6844000, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,22,NO,57.15060363, DOUT6844000,,
EOR, DOUT6844500,Paradox Basin - UT, DOUT6844500, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,YES,23,NO,58.15060363, DOUT6844500,,
EOR, DOUT6844700,Paradox Basin - UT, DOUT6844700, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,-58,NO,-22.84939637, DOUT6844700,,
EOR, DOUT6845200,Paradox Basin - UT, DOUT6845200, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,100,NO,135.1506036, DOUT6845200,,
EOR, DOUT6845500,Paradox Basin - UT, DOUT6845500, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,-50,YES,-14.84939637, DOUT6845500,,
EOR, DOUT6845900,Paradox Basin - UT, DOUT6845900, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,YES,100,NO,135.1506036, DOUT6845900,,
EOR, DOUT6846000,Paradox Basin - UT, DOUT6846000, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,-33,NO,2.150603627, DOUT6846000,,
EOR, DOUT6846100,Paradox Basin - UT, DOUT6846100, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,-113,NO,-77.84939637, DOUT6846100,,
EOR, DOUT6846300,Paradox Basin - UT, DOUT6846300, UT,-109.756499,38.108422,,32.7666,-96.7779,818.3916652,940,28.56798545,1,50,4.013087396,50,2.569530778,35.15060363,,NO,-23,NO,12.15060363, DOUT6846300,,
EOR, DONM6565600,Permian Basin - NM, DONM6565600, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-32,YES,-10.26003735, DONM6565600,,
EOR, DONM6567700,Permian Basin - NM, DONM6567700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,80,NO,101.7399627, DONM6567700,,
EOR, DONM6567800,Permian Basin - NM, DONM6567800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-44,YES,-22.26003735, DONM6567800,,
EOR, DONM6568900,Permian Basin - NM, DONM6568900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,YES,121.7399627, DONM6568900,,
EOR, DONM6569000,Permian Basin - NM, DONM6569000, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,30,YES,51.73996265, DONM6569000,,
EOR, DONM6569100,Permian Basin - NM, DONM6569100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,-48,YES,-26.26003735, DONM6569100,,
EOR, DONM6569200,Permian Basin - NM, DONM6569200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,46,YES,67.73996265, DONM6569200,,
EOR, DONM6570700,Permian Basin - NM, DONM6570700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,26,NO,47.73996265, DONM6570700,,
EOR, DONM6571800,Permian Basin - NM, DONM6571800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-41,YES,-19.26003735, DONM6571800,,
EOR, DONM6572400,Permian Basin - NM, DONM6572400, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6572400,,
EOR, DONM6572500,Permian Basin - NM, DONM6572500, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,65,NO,86.73996265, DONM6572500,,
EOR, DONM6572600,Permian Basin - NM, DONM6572600, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6572600,,
EOR, DONM6572700,Permian Basin - NM, DONM6572700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,2,NO,23.73996265, DONM6572700,,
EOR, DONM6577500,Permian Basin - NM, DONM6577500, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,65,YES,86.73996265, DONM6577500,,
EOR, DONM6577700,Permian Basin - NM, DONM6577700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,16,YES,37.73996265, DONM6577700,,
EOR, DONM6577800,Permian Basin - NM, DONM6577800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,90,YES,111.7399627, DONM6577800,,
EOR, DONM6581200,Permian Basin - NM, DONM6581200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,95,NO,116.7399627, DONM6581200,,
EOR, DONM6581700,Permian Basin - NM, DONM6581700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,13,YES,34.73996265, DONM6581700,,
EOR, DONM6581800,Permian Basin - NM, DONM6581800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,6,NO,27.73996265, DONM6581800,,
EOR, DONM6582800,Permian Basin - NM, DONM6582800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,47,NO,68.73996265, DONM6582800,,
EOR, DONM6583100,Permian Basin - NM, DONM6583100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,-68,YES,-46.26003735, DONM6583100,,
EOR, DONM6583200,Permian Basin - NM, DONM6583200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,YES,121.7399627, DONM6583200,,
EOR, DONM6584800,Permian Basin - NM, DONM6584800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-137,YES,-115.2600373, DONM6584800,,
EOR, DONM6585400,Permian Basin - NM, DONM6585400, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-60,YES,-38.26003735, DONM6585400,,
EOR, DONM6585900,Permian Basin - NM, DONM6585900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-46,NO,-24.26003735, DONM6585900,,
EOR, DONM6587300,Permian Basin - NM, DONM6587300, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,YES,121.7399627, DONM6587300,,
EOR, DONM6590200,Permian Basin - NM, DONM6590200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,YES,121.7399627, DONM6590200,,
EOR, DONM6595000,Permian Basin - NM, DONM6595000, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-54,YES,-32.26003735, DONM6595000,,
EOR, DONM6595400,Permian Basin - NM, DONM6595400, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-79,YES,-57.26003735, DONM6595400,,
EOR, DONM6597500,Permian Basin - NM, DONM6597500, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,99,NO,120.7399627, DONM6597500,,
EOR, DONM6605100,Permian Basin - NM, DONM6605100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,28,YES,49.73996265, DONM6605100,,
EOR, DONM6606700,Permian Basin - NM, DONM6606700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,25,YES,46.73996265, DONM6606700,,
EOR, DONM6612500,Permian Basin - NM, DONM6612500, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,-5,YES,16.73996265, DONM6612500,,
EOR, DONM6614900,Permian Basin - NM, DONM6614900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6614900,,
EOR, DONM6616400,Permian Basin - NM, DONM6616400, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,YES,121.7399627, DONM6616400,,
EOR, DONM6624000,Permian Basin - NM, DONM6624000, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6624000,,
EOR, DONM6625300,Permian Basin - NM, DONM6625300, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6625300,,
EOR, DONM6628200,Permian Basin - NM, DONM6628200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6628200,,
EOR, DONM6631700,Permian Basin - NM, DONM6631700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,68,YES,89.73996265, DONM6631700,,
EOR, DONM6631800,Permian Basin - NM, DONM6631800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-80,YES,-58.26003735, DONM6631800,,
EOR, DONM6633100,Permian Basin - NM, DONM6633100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6633100,,
EOR, DONM6639900,Permian Basin - NM, DONM6639900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6639900,,
EOR, DONM6641600,Permian Basin - NM, DONM6641600, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,53,NO,74.73996265, DONM6641600,,
EOR, DONM6646200,Permian Basin - NM, DONM6646200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6646200,,
EOR, DONM6647400,Permian Basin - NM, DONM6647400, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6647400,,
EOR, DONM6648900,Permian Basin - NM, DONM6648900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-42,NO,-20.26003735, DONM6648900,,
EOR, DONM6650400,Permian Basin - NM, DONM6650400, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-61,YES,-39.26003735, DONM6650400,,
EOR, DONM6657900,Permian Basin - NM, DONM6657900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-30,YES,-8.260037346, DONM6657900,,
EOR, DONM6664000,Permian Basin - NM, DONM6664000, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,62,NO,83.73996265, DONM6664000,,
EOR, DONM6664100,Permian Basin - NM, DONM6664100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,7,YES,28.73996265, DONM6664100,,
EOR, DONM6667100,Permian Basin - NM, DONM6667100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6667100,,
EOR, DONM6671800,Permian Basin - NM, DONM6671800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-52,YES,-30.26003735, DONM6671800,,
EOR, DONM6675900,Permian Basin - NM, DONM6675900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,18,YES,39.73996265, DONM6675900,,
EOR, DONM6676200,Permian Basin - NM, DONM6676200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DONM6676200,,
EOR, DONM6677100,Permian Basin - NM, DONM6677100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-29,YES,-7.260037346, DONM6677100,,
EOR, DONM6685500,Permian Basin - NM, DONM6685500, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6685500,,
EOR, DONM6687100,Permian Basin - NM, DONM6687100, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,-1,NO,20.73996265, DONM6687100,,
EOR, DONM6687700,Permian Basin - NM, DONM6687700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,4,NO,25.73996265, DONM6687700,,
EOR, DONM6691500,Permian Basin - NM, DONM6691500, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,YES,121.7399627, DONM6691500,,
EOR, DONM6692700,Permian Basin - NM, DONM6692700, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-22,YES,-0.260037346, DONM6692700,,
EOR, DONM6692900,Permian Basin - NM, DONM6692900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6692900,,
EOR, DONM6693800,Permian Basin - NM, DONM6693800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-100,YES,-78.26003735, DONM6693800,,
EOR, DONM6700000,Permian Basin - NM, DONM6700000, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,61,NO,82.73996265, DONM6700000,,
EOR, DONM6700200,Permian Basin - NM, DONM6700200, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-5,NO,16.73996265, DONM6700200,,
EOR, DONM6703800,Permian Basin - NM, DONM6703800, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,36,NO,57.73996265, DONM6703800,,
EOR, DONM6708900,Permian Basin - NM, DONM6708900, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6708900,,
EOR, DONM6709400,Permian Basin - NM, DONM6709400, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6709400,,
EOR, DONM6718300,Permian Basin - NM, DONM6718300, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DONM6718300,,
EOR, DONM6724500,Permian Basin - NM, DONM6724500, NM,-103.913369,32.888823,,32.7666,-96.7779,414.750306,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-113,YES,-91.26003735, DONM6724500,,
EOR, DOTX6284700,Permian Basin - TX, DOTX6284700, TX,-102.03935,31.714809,,32.7666,-96.7779,316.2640216,360,11.25974161,1,40,2.973726631,40,2.136463793,16.36993204,,NO,13,NO,29.36993204, DOTX6284700,,
